,location_id,month,location,enodeb_share,onx_avg_initialbufferinterval_overall,cei_score,call_setup_success_rate,ccsr_voice_rate
5783,9110,11,MAYBRAT,80.0,5566.952380952381,46.89732936814095,99.1627722717332,99.53283439029538
5784,9110,12,MAYBRAT,72.41379310344827,7062.5,51.65250254873438,99.71955514905932,99.53168922492884
5795,9111,11,MANOKWARI SELATAN,90.0,3908.378787878788,55.23421903515916,99.59841976467035,99.67154714218692
5796,9111,12,MANOKWARI SELATAN,100.0,5218.208333333334,57.78562639841956,99.37866700470948,99.54562014173064
5807,9112,11,PEGUNUNGAN ARFAK,20.0,3339.6,57.26436535131049,99.75519513032988,99.37197419889084
5808,9112,12,PEGUNUNGAN ARFAK,13.79310344827586,3634.5,60.18525090097592,99.76981521942707,99.46559339596529
5819,9171,11,KOTA SORONG,97.4116524444498,3461.248691430646,59.10407222908144,99.575428167076,99.86337891932162
5820,9171,12,KOTA SORONG,96.86734419862094,3293.919053530774,58.37221283233087,99.90722964902132,99.8550617456778
5831,9401,11,MERAUKE,99.10848547396166,4147.056192485134,57.23480445057867,99.68560766852347,99.64382673804734
5832,9401,12,MERAUKE,98.4549673475329,4090.597925981636,57.50216819238948,99.67706268480627,99.66994296531144
5843,9402,11,JAYAWIJAYA,99.80392156862744,10912.70128205128,29.83975472266408,94.8754848451753,99.2840465637471
5844,9402,12,JAYAWIJAYA,98.37712096332784,9404.906666666668,30.22328332042889,95.16322835223768,99.2536275304858
5855,9403,11,JAYAPURA,95.89914296060024,3656.7432093832094,52.795591727628384,99.61270822707124,99.77256630167584
5856,9403,12,JAYAPURA,97.54785437662184,3459.684554473305,53.12775921617523,99.72317694732295,99.77589763933037
5867,9404,11,NABIRE,99.59126984126983,4069.746988164341,52.0038741073145,99.71089731422634,99.75292826550924
5868,9404,12,NABIRE,100.0,3725.6704057054058,54.03495955827545,98.3610681013337,99.72962366737796
5879,9408,11,KEPULAUAN YAPEN,95.32647907647907,3941.683333333333,53.5918650918305,99.74745015993555,99.40456966923088
5880,9408,12,KEPULAUAN YAPEN,99.71264367816092,3846.7564102564106,53.33591133030725,99.73467321599036,99.48619476804824
5891,9409,11,BIAK NUMFOR,99.20634920634922,3247.7569696969717,56.99246783297004,99.78984773220456,99.72052048359588
5892,9409,12,BIAK NUMFOR,99.71264367816092,5106.718210678212,57.34224770686015,99.76634732155767,99.6952090252456
5903,9410,11,PANIAI,93.33333333333331,5047.325396825397,49.381810266506015,99.43079523981694,99.5605644840666
5904,9410,12,PANIAI,93.10344827586206,5057.685185185185,49.078752916998816,99.5355809531493,99.5530086648124
5915,9411,11,PUNCAK JAYA,100.0,7412.155555555555,36.299255065581264,77.13139400776002,99.18724681854628
5916,9411,12,PUNCAK JAYA,82.75862068965517,7157.888888888889,36.4297106829158,83.39532219477208,99.32793993743604
5927,9412,11,MIMIKA,91.94437102213288,3940.305922193266,56.28849940903197,99.25100614615108,99.80973677206194
5928,9412,12,MIMIKA,90.55513617973112,3943.037161560623,49.81304288985088,99.82898519699816,99.79972151700154
5939,9413,11,BOVEN DIGOEL,100.0,4904.711904761904,49.28143872201864,98.74650297007447,99.32068146442408
5940,9413,12,BOVEN DIGOEL,100.0,5638.448,51.9595698794304,99.58459613020736,99.46204885281914
5951,9414,11,MAPPI,97.7777777777778,3648.436666666667,55.68950308680844,91.81219574705842,99.69536780604894
5952,9414,12,MAPPI,92.52873563218392,5883.409090909092,44.83949357798563,88.15710640438783,99.5286873354906
5963,9415,11,ASMAT,93.33333333333331,4175.474074074074,58.53456889824094,99.24194891113694,99.6955667380612
5964,9415,12,ASMAT,96.55172413793105,5284.377192982456,46.94461232436425,97.3226346099564,99.4159603608486
5975,9416,11,YAHUKIMO,93.33333333333331,10795.866666666669,33.14796879869397,93.8596588523726,99.14049811375534
5976,9416,12,YAHUKIMO,100.0,7569.666666666667,32.75791723213767,93.60971122472117,99.0343365152521
5987,9417,11,PEGUNUNGAN BINTANG,93.33333333333331,7748.541666666667,29.978184307150507,93.72041461357036,98.81022388731974
5988,9417,12,PEGUNUNGAN BINTANG,72.41379310344827,7300.166666666667,29.52471710379692,96.60140513193404,98.9560101034872
5999,9418,11,TOLIKARA,70.0,6528.729166666667,35.463196738741615,89.35038433373937,98.16257930868068
6000,9418,12,TOLIKARA,72.41379310344827,6898.5,34.423148925121644,75.80935319940176,96.99284913431764
6011,9419,11,SARMI,94.62301587301587,3969.940476190476,47.36480722969428,99.66841854210251,99.50291104887046
6012,9419,12,SARMI,98.9326765188834,4091.223188405797,49.056951638028615,99.78244315992907,99.23543486196796
6023,9420,11,KEEROM,100.0,3819.0354497354497,49.63999336054128,99.78647360626528,99.56101620288062
6024,9420,12,KEEROM,96.55172413793105,3788.77829218107,50.45625322314756,99.19149206207064,99.51304374727444
6035,9426,11,WAROPEN,73.33333333333333,3205.166666666667,50.78709776705744,99.7572912246622,99.2729723656907
6036,9426,12,WAROPEN,68.96551724137932,9196.0,51.726001339262645,99.73093466172736,99.30991712462524
6047,9427,11,SUPIORI,60.0,6313.840277777778,47.80271455509623,99.72066292073949,99.46619114874925
6048,9427,12,SUPIORI,44.82758620689656,5185.25,47.40500463678624,99.664277165081,99.37121703036188
6059,9428,11,MAMBERAMO RAYA,93.33333333333331,4564.038461538462,46.98628972485808,99.7740699494174,99.22134283423304
6060,9428,12,MAMBERAMO RAYA,44.82758620689656,5909.2,47.24930478762931,99.60120580633428,99.19213695818652
6071,9429,11,NDUGA,80.0,6141.569444444444,35.08468975001753,61.81954495191925,98.012745964384
6072,9429,12,NDUGA,89.65517241379311,4068.059523809524,30.689394528427204,60.56140941203651,98.05452145466674
6083,9430,11,LANNY JAYA,80.0,12908.666666666666,44.58454200942843,98.01428544219787,99.64858921298293
6084,9430,12,LANNY JAYA,37.93103448275862,10458.333333333334,43.25208052311928,96.68307866323474,99.70197565058147
6095,9431,11,MAMBERAMO TENGAH,0.0,,30.49207494091295,98.24090568902656,99.45709914203664
6096,9431,12,MAMBERAMO TENGAH,0.0,18247.5,30.51412529532745,97.12446036504488,99.34423803344409
6107,9432,11,YALIMO,16.666666666666668,24738.0,38.47513834041647,96.4690281995896,99.48991152201292
6108,9432,12,YALIMO,17.24137931034483,1167.0,36.19365986736828,98.55028841376316,99.63067417222152
6119,9433,11,PUNCAK,50.0,4227.666666666667,32.67591026519277,92.83734667384104,99.5609866031282
6120,9433,12,PUNCAK,41.37931034482759,3067.5,28.797240843558114,90.14938789195382,99.52080154605297
6131,9434,11,DOGIYAI,70.0,6115.333333333333,42.23422120769729,99.45280340328982,98.60659954760824
6132,9434,12,DOGIYAI,31.03448275862069,9863.0,37.798067317132215,99.4125157751477,98.85157030586852
6143,9435,11,INTAN JAYA,73.33333333333333,6750.0,,99.35875433082316,
6144,9435,12,INTAN JAYA,75.86206896551724,5615.333333333333,,99.4345434366856,
6155,9436,11,DEIYAI,26.666666666666668,2261.555555555556,39.57441774138574,99.3301760329782,99.21105081914516
6156,9436,12,DEIYAI,41.37931034482759,4810.916666666667,37.84633743525247,99.30549299667928,99.13074711088672
6167,9471,11,KOTA JAYAPURA,96.6573711232018,3583.417121475083,54.39816741573862,99.75225400128238,99.87157952001832
6168,9471,12,KOTA JAYAPURA,96.13003256847792,3551.8698668374204,57.99818435310368,99.80201393823413,99.861210801531
